"symbol","type","database"
"CCL20","cytokin/chemokine_&_receptors","Online resource"
"CCL20","predicted secreted protein","HPA"
"CCL20","predicted secreted protein","VerSeDa"
"CCL20","cytokin/chemokine_&_receptors","KEGG"
"CCL20","secreted protein","NABA"
"CCL20","cytokin/chemokine_&_receptors","REACTOME"
"CCL20","cytokin/chemokine_&_receptors","WP"
"CCL20","cytokin/chemokine_&_receptors","GSEA"
"CCL21","cytokin/chemokine_&_receptors","Online resource"
"CCL21","predicted secreted protein","HPA"
"CCL21","cytokin/chemokine_&_receptors","KEGG"
"CCL21","secreted protein","NABA"
"CCL21","cytokin/chemokine_&_receptors","REACTOME"
"CCL21","cytokin/chemokine_&_receptors","WP"
"CCL21","cytokin/chemokine_&_receptors","GSEA"
"CCL22","cytokin/chemokine_&_receptors","Online resource"
"CCL22","predicted secreted protein","HPA"
"CCL22","predicted secreted protein","VerSeDa"
"CCL22","cytokin/chemokine_&_receptors","KEGG"
"CCL22","secreted protein","NABA"
"CCL22","cytokin/chemokine_&_receptors","REACTOME"
"CCL22","cytokin/chemokine_&_receptors","WP"
"CCL22","cytokin/chemokine_&_receptors","GSEA"
"CCL23","cytokin/chemokine_&_receptors","Online resource"
"CCL23","predicted secreted protein","HPA"
"CCL23","cytokin/chemokine_&_receptors","KEGG"
"CCL23","secreted protein","NABA"
"CCL23","cytokin/chemokine_&_receptors","GSEA"
"CCL24","cytokin/chemokine_&_receptors","Online resource"
"CCL24","predicted secreted protein","HPA"
"CCL24","cytokin/chemokine_&_receptors","KEGG"
"CCL24","secreted protein","NABA"
"CCL24","cytokin/chemokine_&_receptors","WP"
"CCL24","cytokin/chemokine_&_receptors","GSEA"
"CCL25","cytokin/chemokine_&_receptors","Online resource"
"CCL25","hormones_&_receptors","Online resource"
"CCL25","predicted secreted protein","HPA"
"CCL25","predicted secreted protein","VerSeDa"
"CCL25","cytokin/chemokine_&_receptors","KEGG"
"CCL25","secreted protein","NABA"
"CCL25","cytokin/chemokine_&_receptors","REACTOME"
"CCL25","cytokin/chemokine_&_receptors","WP"
"CCL25","cytokin/chemokine_&_receptors","GSEA"
"CCL26","cytokin/chemokine_&_receptors","Online resource"
"CCL26","predicted secreted protein","HPA"
"CCL26","cytokin/chemokine_&_receptors","KEGG"
"CCL26","secreted protein","NABA"
"CCL26","cytokin/chemokine_&_receptors","WP"
"CCL26","cytokin/chemokine_&_receptors","GSEA"
"CCL27","cytokin/chemokine_&_receptors","Online resource"
"CCL27","predicted secreted protein","HPA"
"CCL27","predicted secreted protein","VerSeDa"
"CCL27","cytokin/chemokine_&_receptors","KEGG"
"CCL27","secreted protein","NABA"
"CCL27","cytokin/chemokine_&_receptors","REACTOME"
"CCL27","cytokin/chemokine_&_receptors","WP"
"CCL27","cytokin/chemokine_&_receptors","GSEA"
"CCL28","cytokin/chemokine_&_receptors","Online resource"
"CCL28","predicted secreted protein","HPA"
"CCL28","cytokin/chemokine_&_receptors","KEGG"
"CCL28","secreted protein","NABA"
"CCL28","cytokin/chemokine_&_receptors","REACTOME"
"CCL28","cytokin/chemokine_&_receptors","WP"
"CCL28","cytokin/chemokine_&_receptors","GSEA"
"CCL3","cytokin/chemokine_&_receptors","Online resource"
"CCL3","predicted secreted protein","HPA"
"CCL3","cytokin/chemokine_&_receptors","KEGG"
"CCL3","secreted protein","NABA"
"CCL3","cytokin/chemokine_&_receptors","REACTOME"
"CCL3","cytokin/chemokine_&_receptors","WP"
"CCL3","cytokin/chemokine_&_receptors","GSEA"
"CCL3L1","cytokin/chemokine_&_receptors","Online resource"
"CCL3L1","cytokin/chemokine_&_receptors","KEGG"
"CCL3L1","cytokin/chemokine_&_receptors","REACTOME"
"CCL3L1","cytokin/chemokine_&_receptors","GSEA"
"CCL3L3","cytokin/chemokine_&_receptors","Online resource"
"CCL3L3","predicted secreted protein","HPA"
"CCL3L3","cytokin/chemokine_&_receptors","KEGG"
"CCL3L3","secreted protein","NABA"
"CCL3L3","cytokin/chemokine_&_receptors","REACTOME"
"CCL3L3","cytokin/chemokine_&_receptors","GSEA"
"CCL4","cytokin/chemokine_&_receptors","Online resource"
"CCL4","predicted secreted protein","HPA"
"CCL4","cytokin/chemokine_&_receptors","KEGG"
"CCL4","secreted protein","NABA"
"CCL4","cytokin/chemokine_&_receptors","REACTOME"
"CCL4","cytokin/chemokine_&_receptors","WP"
"CCL4","cytokin/chemokine_&_receptors","GSEA"
"CCL4L1","cytokin/chemokine_&_receptors","Online resource"
"CCL4L2","cytokin/chemokine_&_receptors","Online resource"
"CCL4L2","predicted secreted protein","HPA"
"CCL4L2","cytokin/chemokine_&_receptors","KEGG"
"CCL4L2","secreted protein","NABA"
"CCL4L2","cytokin/chemokine_&_receptors","GSEA"
"CCL5","cytokin/chemokine_&_receptors","Online resource"
"CCL5","cytokin/chemokine_&_receptors","KEGG"
"CCL5","secreted protein","NABA"
"CCL5","cytokin/chemokine_&_receptors","REACTOME"
"CCL5","cytokin/chemokine_&_receptors","WP"
"CCL5","cytokin/chemokine_&_receptors","GSEA"
"CCL7","cytokin/chemokine_&_receptors","Online resource"
"CCL7","predicted secreted protein","VerSeDa"
"CCL7","cytokin/chemokine_&_receptors","KEGG"
"CCL7","secreted protein","NABA"
"CCL7","cytokin/chemokine_&_receptors","REACTOME"
"CCL7","cytokin/chemokine_&_receptors","WP"
"CCL7","cytokin/chemokine_&_receptors","GSEA"
"CCL8","cytokin/chemokine_&_receptors","Online resource"
"CCL8","predicted secreted protein","HPA"
"CCL8","predicted secreted protein","VerSeDa"
"CCL8","cytokin/chemokine_&_receptors","KEGG"
"CCL8","secreted protein","NABA"
"CCL8","cytokin/chemokine_&_receptors","GSEA"
"CCN1","growth_factors_&_receptors","Online resource"
"CCN1","predicted secreted protein","HPA"
"CCN1","predicted secreted protein","VerSeDa"
"CCN1","growth_factors_&_receptors","GOMF"
"CCN1","cytokin/chemokine_&_receptors","GSEA"
"CCN2","growth_factors_&_receptors","Online resource"
"CCN2","predicted secreted protein","HPA"
"CCN2","growth_factors_&_receptors","GOMF"
"CCN2","cytokin/chemokine_&_receptors","GSEA"
"CCN3","growth_factors_&_receptors","Online resource"
"CCN3","predicted secreted protein","HPA"
"CCN3","predicted secreted protein","VerSeDa"
"CCN3","growth_factors_&_receptors","GOMF"
"CCN3","cytokin/chemokine_&_receptors","GSEA"
"CCN4","predicted secreted protein","HPA"
"CCN4","predicted secreted protein","VerSeDa"
"CCN5","predicted secreted protein","HPA"
"CCN5","predicted secreted protein","VerSeDa"
"CCN6","growth_factors_&_receptors","Online resource"
"CCN6","predicted secreted protein","HPA"
"CCN6","growth_factors_&_receptors","GOMF"
"CCR1","cytokin/chemokine_&_receptors","Online resource"
"CCR1","cytokin/chemokine_&_receptors","KEGG"
"CCR1","cytokin/chemokine_&_receptors","REACTOME"
"CCR1","cytokin/chemokine_&_receptors","WP"
"CCR10","cytokin/chemokine_&_receptors","Online resource"
"CCR10","cytokin/chemokine_&_receptors","KEGG"
"CCR10","cytokin/chemokine_&_receptors","REACTOME"
"CCR10","cytokin/chemokine_&_receptors","WP"
"CCR2","cytokin/chemokine_&_receptors","Online resource"
"CCR2","cytokin/chemokine_&_receptors","KEGG"
"CCR2","cytokin/chemokine_&_receptors","REACTOME"
"CCR2","cytokin/chemokine_&_receptors","WP"
"CCR3","cytokin/chemokine_&_receptors","Online resource"
"CCR3","cytokin/chemokine_&_receptors","KEGG"
"CCR3","cytokin/chemokine_&_receptors","REACTOME"
"CCR3","cytokin/chemokine_&_receptors","WP"
"CCR4","cytokin/chemokine_&_receptors","Online resource"
"CCR4","cytokin/chemokine_&_receptors","KEGG"
"CCR4","cytokin/chemokine_&_receptors","REACTOME"
"CCR4","cytokin/chemokine_&_receptors","WP"
"CCR5","cytokin/chemokine_&_receptors","Online resource"
"CCR5","cytokin/chemokine_&_receptors","KEGG"
"CCR5","cytokin/chemokine_&_receptors","REACTOME"
"CCR6","cytokin/chemokine_&_receptors","Online resource"
"CCR6","cytokin/chemokine_&_receptors","KEGG"
"CCR6","cytokin/chemokine_&_receptors","REACTOME"
"CCR6","cytokin/chemokine_&_receptors","WP"
"CCR7","cytokin/chemokine_&_receptors","Online resource"
"CCR7","cytokin/chemokine_&_receptors","KEGG"
"CCR7","cytokin/chemokine_&_receptors","REACTOME"
"CCR7","cytokin/chemokine_&_receptors","WP"
"CCR8","cytokin/chemokine_&_receptors","Online resource"
"CCR8","cytokin/chemokine_&_receptors","KEGG"
"CCR8","cytokin/chemokine_&_receptors","REACTOME"
"CCR8","cytokin/chemokine_&_receptors","WP"
"CCR9","cytokin/chemokine_&_receptors","Online resource"
"CCR9","cytokin/chemokine_&_receptors","KEGG"
"CCR9","cytokin/chemokine_&_receptors","REACTOME"
"CCR9","cytokin/chemokine_&_receptors","WP"
"CCRL2","cytokin/chemokine_&_receptors","REACTOME"
"CD109","growth_factors_&_receptors","Online resource"
"CD109","growth_factors_&_receptors","GOMF"
"CD14","predicted secreted protein","HPA"
"CD160","predicted secreted protein","HPA"
"CD200R1","predicted secreted protein","VerSeDa"
"CD27","cytokin/chemokine_&_receptors","Online resource"
"CD27","cytokin/chemokine_&_receptors","KEGG"
"CD2AP","growth_factors_&_receptors","Online resource"
"CD2AP","growth_factors_&_receptors","GOMF"
"CD300LF","growth_factors_&_receptors","Online resource"
"CD300LF","growth_factors_&_receptors","GOMF"
"CD320","growth_factors_&_receptors","Online resource"
"CD320","growth_factors_&_receptors","GOMF"
"CD320","cytokin/chemokine_&_receptors","GSEA"
"CD36","growth_factors_&_receptors","Online resource"
"CD36","growth_factors_&_receptors","GOMF"
"CD4","cytokin/chemokine_&_receptors","Online resource"
"CD40","cytokin/chemokine_&_receptors","Online resource"
"CD40","predicted secreted protein","VerSeDa"
"CD40","cytokin/chemokine_&_receptors","KEGG"
"CD40LG","cytokin/chemokine_&_receptors","Online resource"
"CD40LG","cytokin/chemokine_&_receptors","KEGG"
"CD40LG","cytokin/chemokine_&_receptors","GSEA"
"CD55","predicted secreted protein","VerSeDa"
"CD59","predicted secreted protein","VerSeDa"
"CD5L","predicted secreted protein","HPA"
"CD70","cytokin/chemokine_&_receptors","Online resource"
"CD70","cytokin/chemokine_&_receptors","KEGG"
"CD70","cytokin/chemokine_&_receptors","GSEA"
"CD8B","predicted secreted protein","VerSeDa"
"CDC42","cytokin/chemokine_&_receptors","WP"
"CDCP2","predicted secreted protein","VerSeDa"
"CDH13","hormones_&_receptors","Online resource"
"CDH5","growth_factors_&_receptors","Online resource"
"CDH5","growth_factors_&_receptors","GOMF"
"CDNF","growth_factors_&_receptors","Online resource"
"CDNF","predicted secreted protein","HPA"
"CDNF","predicted secreted protein","VerSeDa"
"CDNF","growth_factors_&_receptors","GOMF"
"CDNF","cytokin/chemokine_&_receptors","GSEA"
"CDSN","predicted secreted protein","HPA"
"CDSN","predicted secreted protein","VerSeDa"
"CEACAM16","predicted secreted protein","HPA"
"CEL","predicted secreted protein","HPA"
"CELA1","predicted secreted protein","HPA"
"CELA2A","predicted secreted protein","HPA"
"CELA2A","predicted secreted protein","VerSeDa"
"CELA2B","predicted secreted protein","HPA"
"CELA2B","predicted secreted protein","VerSeDa"
"CELA3A","predicted secreted protein","HPA"
"CELA3B","predicted secreted protein","HPA"
"CEMIP","predicted secreted protein","HPA"
"CENPS-CORT","hormones_&_receptors","Online resource"
"CEP57","growth_factors_&_receptors","Online resource"
"CEP57","growth_factors_&_receptors","GOMF"
"CER1","predicted secreted protein","HPA"
"CER1","cytokin/chemokine_&_receptors","GSEA"
"CES4A","predicted secreted protein","HPA"
"CES5A","predicted secreted protein","HPA"
"CETP","predicted secreted protein","HPA"
"CFB","predicted secreted protein","HPA"
"CFC1","predicted secreted protein","HPA"
"CFC1","secreted protein","NABA"
"CFC1B","predicted secreted protein","HPA"
"CFC1B","secreted protein","NABA"
"CFD","predicted secreted protein","HPA"
"CFD","predicted secreted protein","VerSeDa"
"CFH","predicted secreted protein","HPA"
"CFH","predicted secreted protein","VerSeDa"
"CFHR1","predicted secreted protein","HPA"
"CFHR1","predicted secreted protein","VerSeDa"
"CFHR2","predicted secreted protein","HPA"
"CFHR2","predicted secreted protein","VerSeDa"
"CFHR3","predicted secreted protein","HPA"
"CFHR4","predicted secreted protein","HPA"
"CFHR5","predicted secreted protein","HPA"
"CFHR5","predicted secreted protein","VerSeDa"
"CFI","predicted secreted protein","HPA"
"CFI","predicted secreted protein","VerSeDa"
"CFP","predicted secreted protein","HPA"
"CGA","hormones_&_receptors","Online resource"
"CGA","predicted secreted protein","HPA"
"CGA","hormones_&_receptors","REACTOME"
"CGA","cytokin/chemokine_&_receptors","GSEA"
"CGB1","hormones_&_receptors","Online resource"
"CGB1","predicted secreted protein","HPA"
"CGB1","predicted secreted protein","VerSeDa"
"CGB1","cytokin/chemokine_&_receptors","GSEA"
"CGB2","hormones_&_receptors","Online resource"
"CGB2","predicted secreted protein","HPA"
"CGB2","predicted secreted protein","VerSeDa"
"CGB2","cytokin/chemokine_&_receptors","GSEA"
"CGB3","hormones_&_receptors","Online resource"
"CGB3","predicted secreted protein","HPA"
"CGB3","predicted secreted protein","VerSeDa"
"CGB3","cytokin/chemokine_&_receptors","GSEA"
"CGB5","hormones_&_receptors","Online resource"
"CGB5","predicted secreted protein","HPA"
"CGB5","predicted secreted protein","VerSeDa"
"CGB5","cytokin/chemokine_&_receptors","GSEA"
"CGB7","hormones_&_receptors","Online resource"
"CGB7","predicted secreted protein","HPA"
"CGB7","cytokin/chemokine_&_receptors","GSEA"
"CGB8","predicted secreted protein","HPA"
"CGB8","predicted secreted protein","VerSeDa"
"CGB8","cytokin/chemokine_&_receptors","GSEA"
"CGREF1","predicted secreted protein","HPA"
"CGREF1","predicted secreted protein","VerSeDa"
"CHAD","predicted secreted protein","HPA"
"CHADL","predicted secreted protein","HPA"
"CHADL","predicted secreted protein","VerSeDa"
"CHGA","predicted secreted protein","VerSeDa"
"CHGA","cytokin/chemokine_&_receptors","GSEA"
"CHGB","hormones_&_receptors","Online resource"
"CHGB","cytokin/chemokine_&_receptors","GSEA"
"CHI3L1","predicted secreted protein","HPA"
"CHI3L1","predicted secreted protein","VerSeDa"
"CHI3L2","predicted secreted protein","HPA"
"CHID1","predicted secreted protein","VerSeDa"
"CHIT1","predicted secreted protein","HPA"
"CHRD","predicted secreted protein","HPA"
"CHRD","predicted secreted protein","VerSeDa"
"CHRD","secreted protein","NABA"
"CHRDL1","growth_factors_&_receptors","Online resource"
"CHRDL1","predicted secreted protein","HPA"
"CHRDL1","growth_factors_&_receptors","GOMF"
"CHRDL1","secreted protein","NABA"
"CHRDL2","predicted secreted protein","HPA"
"CHRDL2","predicted secreted protein","VerSeDa"
"CHRDL2","secreted protein","NABA"
"CHST9","predicted secreted protein","VerSeDa"
"CHSY1","predicted secreted protein","HPA"
"CHUK","cytokin/chemokine_&_receptors","WP"
"CILP","predicted secreted protein","HPA"
"CILP2","predicted secreted protein","HPA"
"CISH","hormones_&_receptors","REACTOME"
"CKLF","cytokin/chemokine_&_receptors","GSEA"
"CLCA1","predicted secreted protein","HPA"
"CLCA1","predicted secreted protein","VerSeDa"
"CLCF1","growth_factors_&_receptors","Online resource"
"CLCF1","cytokin/chemokine_&_receptors","Online resource"
"CLCF1","predicted secreted protein","HPA"
"CLCF1","growth_factors_&_receptors","GOMF"
"CLCF1","cytokin/chemokine_&_receptors","KEGG"
"CLCF1","secreted protein","NABA"
"CLCF1","cytokin/chemokine_&_receptors","GSEA"
"CLEC11A","growth_factors_&_receptors","Online resource"
"CLEC11A","predicted secreted protein","HPA"
"CLEC11A","predicted secreted protein","VerSeDa"
"CLEC11A","growth_factors_&_receptors","GOMF"
"CLEC11A","cytokin/chemokine_&_receptors","GSEA"
"CLEC18A","predicted secreted protein","HPA"
"CLEC18A","predicted secreted protein","VerSeDa"
"CLEC18B","predicted secreted protein","HPA"
"CLEC18B","predicted secreted protein","VerSeDa"
"CLEC18C","predicted secreted protein","HPA"
"CLEC19A","predicted secreted protein","HPA"
"CLEC19A","predicted secreted protein","VerSeDa"
"CLEC3A","predicted secreted protein","HPA"
"CLEC3B","predicted secreted protein","HPA"
"CLEC3B","predicted secreted protein","VerSeDa"
"CLEC4M","predicted secreted protein","VerSeDa"
"CLPS","predicted secreted protein","HPA"
"CLPSL1","predicted secreted protein","HPA"
"CLPSL2","predicted secreted protein","HPA"
"CLU","predicted secreted protein","HPA"
"CLU","predicted secreted protein","VerSeDa"
"CLUL1","predicted secreted protein","HPA"
"CLUL1","predicted secreted protein","VerSeDa"
"CMA1","predicted secreted protein","HPA"
"CMA1","predicted secreted protein","VerSeDa"
"CMA1","cytokin/chemokine_&_receptors","GSEA"
"CMKLR1","hormones_&_receptors","Online resource"
"CMTM1","cytokin/chemokine_&_receptors","GSEA"
"CMTM2","cytokin/chemokine_&_receptors","GSEA"
"CMTM3","cytokin/chemokine_&_receptors","GSEA"
"CMTM4","cytokin/chemokine_&_receptors","GSEA"
"CMTM5","cytokin/chemokine_&_receptors","GSEA"
"CMTM6","cytokin/chemokine_&_receptors","GSEA"
"CMTM7","cytokin/chemokine_&_receptors","GSEA"
"CMTM8","cytokin/chemokine_&_receptors","GSEA"
"CNBD1","predicted secreted protein","HPA"
"CNDP1","predicted secreted protein","HPA"
"CNMD","predicted secreted protein","VerSeDa"
"CNOT9","growth_factors_&_receptors","Online resource"
